title,popularity_fixed,genero1,genero2,genero3,cluster,genres
"Niagara, Niagara",0.0,Drama,Romance,,119,Drama Romance
Wide Awake,6.0,Comedy,Drama,Family,0,Comedy Drama Family
A Price Above Rubies,0.0,Drama,Romance,,-1,Drama Romance
Eden,0.0,Drama,,,33,Drama
Two Girls and a Guy,1.0,Drama,Romance,,0,Drama Romance
No Looking Back,0.0,Drama,Comedy,Romance,91,Drama Comedy Romance
Storefront Hitchcock,0.0,Documentary,,,-1,Documentary
The Proposition,0.147773,Drama,Romance,,-1,Drama Romance
The Object of My Affection,15.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
Meet the Deedles,24.0,Animation,Comedy,Family,0,Animation Comedy Family
Homegrown,0.0,Drama,Action,Comedy,-1,Drama Action Comedy
The Players Club,0.0,Drama,,,8,Drama
Barney's Great Adventure,0.0,Family,,,0,Family
The Big One,0.0,Documentary,,,0,Documentary
Chinese Box,0.0,Drama,Romance,,-1,Drama Romance
Lost in Space,80.0,Adventure,Family,Science,0,Adventure Family Science
Heaven's Burning,0.0,Drama,Action,Thriller,0,Drama Action Thriller
Mercury Rising,60.0,Action,Crime,Drama,0,Action Crime Drama
The Spanish Prisoner,10.0,Crime,Drama,Mystery,0,Crime Drama Mystery
City of Angels,55.0,Drama,Fantasy,Romance,0,Drama Fantasy Romance
The Last Days of Disco,8.0,Comedy,Drama,Romance,0,Comedy Drama Romance
The Odd Couple II,0.0,Adventure,Comedy,,0,Adventure Comedy
My Giant,0.0,Comedy,Drama,Family,0,Comedy Drama Family
He Got Game,25.0,Drama,,,0,Drama
The Gingerbread Man,0.0,Thriller,,,0,Thriller
Illtown,0.0,,,,-1,
Slappy and the Stinkers,0.0,Adventure,Family,,-1,Adventure Family
Live Flesh,0.0,Drama,Romance,Thriller,0,Drama Romance Thriller
Zero Effect,5.0,Comedy,Crime,Mystery,82,Comedy Crime Mystery
Nil by Mouth,9.0,Drama,,,46,Drama
Ratchet,0.0,Thriller,,,-1,Thriller
The Borrowers,29.0,Adventure,Fantasy,Action,-1,Adventure Fantasy Action
Prince Valiant,0.0,Adventure,Fantasy,,59,Adventure Fantasy
"I Love You, Don't Touch Me!",0.0,Comedy,Romance,,0,Comedy Romance
Leather Jacket Love Story,0.067,Drama,Comedy,Romance,0,Drama Comedy Romance
Love Walked In,0.0,Drama,Thriller,,0,Drama Thriller
"An Alan Smithee Film: Burn, Hollywood, Burn",10.0,Comedy,,,-1,Comedy
Kissing a Fool,0.0,Comedy,Romance,,0,Comedy Romance
Krippendorf's Tribe,0.0,Comedy,Drama,Family,-1,Comedy Drama Family
Kurt & Courtney,0.0,Documentary,Music,,-1,Documentary Music
The Real Blonde,0.0,Comedy,Drama,Romance,101,Comedy Drama Romance
Mr. Nice Guy,12.716953,Crime,Action,Comedy,0,Crime Action Comedy
Taste of Cherry,0.0,Drama,,,0,Drama
Character,4.5,Drama,Foreign,History,-1,Drama Foreign History
Junk Mail,0.0,Comedy,Thriller,,0,Comedy Thriller
Species II,35.0,Science,Fiction,Action,0,Science Fiction Action
Major League: Back to the Minors,0.0,Comedy,,,34,Comedy
Sour Grapes,0.0,Comedy,,,120,Comedy
Wild Man Blues,0.0,Music,Documentary,,0,Music Documentary
The Big Hit,13.0,Action,Adventure,Comedy,0,Action Adventure Comedy
Tarzan and the Lost City,0.0,Action,Adventure,,0,Action Adventure
Black Dog,0.0,Action,Adventure,Thriller,0,Action Adventure Thriller
"Dancer, Texas Pop. 81",0.0,Comedy,Drama,Family,0,Comedy Drama Family
A Friend of the Deceased,0.0,Drama,Comedy,,0,Drama Comedy
Go Now,0.0,Romance,Drama,TV,-1,Romance Drama TV
Les Misérables,0.0,Crime,Drama,History,11,Crime Drama History
Still Breathing,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Clockwatchers,0.0,Comedy,Drama,,-1,Comedy Drama
Deep Impact,75.0,Action,Drama,Romance,0,Action Drama Romance
Little Men,0.0,,,,0,
Woo,13.0,Comedy,Romance,,-1,Comedy Romance
The Hanging Garden,0.0,Drama,,,0,Drama
Lawn Dogs,7.0,Drama,,,0,Drama
Quest for Camelot,40.0,Fantasy,Animation,Drama,0,Fantasy Animation Drama
Godzilla,130.0,Science,Fiction,Action,0,Science Fiction Action
Bulworth,30.0,Comedy,Drama,,-1,Comedy Drama
Fear and Loathing in Las Vegas,18.5,Adventure,Drama,Comedy,0,Adventure Drama Comedy
The Opposite of Sex,5.0,Comedy,Drama,,0,Comedy Drama
I Got the Hook Up,0.0,Action,Comedy,,0,Action Comedy
Almost Heroes,0.0,Action,Adventure,Comedy,30,Action Adventure Comedy
Hope Floats,0.0,Drama,Romance,,-1,Drama Romance
Insomnia,0.0,Crime,Drama,Thriller,-1,Crime Drama Thriller
Little Boy Blue,0.0,Drama,Thriller,,0,Drama Thriller
The Ugly,0.0,Horror,Thriller,,0,Horror Thriller
A Perfect Murder,60.0,Crime,Thriller,Drama,0,Crime Thriller Drama
Beyond Silence,0.0,Drama,,,62,Drama
Six Days Seven Nights,70.0,Action,Adventure,Comedy,0,Action Adventure Comedy
Can't Hardly Wait,10.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Cousin Bette,0.0,Comedy,Drama,Romance,110,Comedy Drama Romance
High Art,0.0,Drama,Romance,,0,Drama Romance
The Land Girls,0.0,Drama,Romance,War,0,Drama Romance War
Passion in the Desert,0.0,Drama,Adventure,,0,Drama Adventure
Children of Heaven,0.18,Drama,Comedy,Family,0,Drama Comedy Family
Dear Jesse,0.0,,,,0,
Dream for an Insomniac,0.0,Romance,Comedy,Drama,0,Romance Comedy Drama
Hav Plenty,0.0,Action,Comedy,Romance,121,Action Comedy Romance
Henry Fool,0.0,Comedy,Drama,,0,Comedy Drama
Marie from the Bay of Angels,0.0,Drama,Romance,,0,Drama Romance
Mr. Jealousy,0.0,Comedy,Romance,,0,Comedy Romance
Mulan,90.0,Animation,Family,Adventure,-1,Animation Family Adventure
Resurrection Man,0.0,Thriller,Crime,Drama,0,Thriller Crime Drama
The X Files,66.0,Mystery,Science,Fiction,-1,Mystery Science Fiction
I Went Down,0.0,Action,Comedy,Crime,0,Action Comedy Crime
Doctor Dolittle,71.0,Comedy,Family,Fantasy,122,Comedy Family Fantasy
Out of Sight,48.0,Romance,Comedy,Crime,123,Romance Comedy Crime
Picnic at Hanging Rock,0.0,Thriller,Drama,Mystery,0,Thriller Drama Mystery
Smoke Signals,0.0,Drama,Comedy,,26,Drama Comedy
Voyage to the Beginning of the World,0.0,Drama,Foreign,,0,Drama Foreign
Buffalo '66,1.5,Romance,Comedy,Crime,0,Romance Comedy Crime
Armageddon,140.0,Action,Thriller,Science,-1,Action Thriller Science
Lethal Weapon 4,140.0,Action,Adventure,Comedy,124,Action Adventure Comedy
Madeline,0.0,Comedy,Drama,Family,-1,Comedy Drama Family
Small Soldiers,40.0,Comedy,Adventure,Fantasy,0,Comedy Adventure Fantasy
Pi,0.06,Mystery,Drama,Thriller,-1,Mystery Drama Thriller
Whatever,0.0,Drama,,,-1,Drama
There's Something About Mary,23.0,Romance,Comedy,,0,Romance Comedy
Plan 9 from Outer Space,0.06,Science,Fiction,Horror,0,Science Fiction Horror
Wings,2.0,Action,Drama,Romance,0,Action Drama Romance
The Broadway Melody,0.379,Drama,Music,Romance,40,Drama Music Romance
All Quiet on the Western Front,1.25,Drama,War,,0,Drama War
Cimarron,0.0,Drama,Western,,-1,Drama Western
Grand Hotel,0.7,Drama,Romance,,0,Drama Romance
Cavalcade,1.18028,Drama,,,-1,Drama
Mutiny on the Bounty,1.95,Adventure,Drama,History,-1,Adventure Drama History
The Great Ziegfeld,0.0,Drama,Music,Romance,0,Drama Music Romance
The Life of Emile Zola,0.0,Drama,,,0,Drama
You Can't Take It With You,1.644736,Comedy,Romance,,-1,Comedy Romance
How Green Was My Valley,1.25,Drama,,,0,Drama
Mrs. Miniver,1.344,Drama,Romance,War,0,Drama Romance War
Going My Way,0.0,Drama,Comedy,Music,0,Drama Comedy Music
The Lost Weekend,1.25,Drama,,,0,Drama
The Best Years of Our Lives,2.1,Drama,History,Romance,0,Drama History Romance
Gentleman's Agreement,2.0,Drama,Romance,,-1,Drama Romance
Hamlet,0.75,Drama,,,108,Drama
All the King's Men,0.0,Drama,,,0,Drama
The Greatest Show on Earth,4.0,Action,Drama,Romance,0,Action Drama Romance
From Here to Eternity,1.65,War,Drama,Romance,0,War Drama Romance
On the Waterfront,0.91,Crime,Drama,,-1,Crime Drama
Marty,0.343,Drama,Romance,,-1,Drama Romance
West Side Story,6.0,Crime,Drama,Music,0,Crime Drama Music
Tom Jones,1.0,Adventure,Comedy,History,0,Adventure Comedy History
A Man for All Seasons,3.9,Drama,History,,0,Drama History
In the Heat of the Night,2.0,Crime,Drama,Mystery,0,Crime Drama Mystery
Oliver!,10.0,Drama,Family,Music,0,Drama Family Music
Midnight Cowboy,3.6,Drama,,,0,Drama
The French Connection,1.8,Action,Crime,Thriller,0,Action Crime Thriller
Rocky,1.0,Drama,,,0,Drama
Kramer vs. Kramer,8.0,Drama,,,-1,Drama
Ordinary People,6.0,Drama,,,0,Drama
Chariots of Fire,5.5,Drama,History,,-1,Drama History
Terms of Endearment,8.0,Drama,Comedy,,-1,Drama Comedy
Out of Africa,31.0,Drama,,,-1,Drama
The Last Emperor,23.0,Drama,History,,-1,Drama History
Rain Man,25.0,Drama,,,0,Drama
Driving Miss Daisy,7.5,Comedy,Drama,,29,Comedy Drama
Take the Money and Run,1.5,Comedy,Crime,,0,Comedy Crime
Klute,2.5,Mystery,,,-1,Mystery
Repo Man,1.5,Comedy,Crime,Science,0,Comedy Crime Science
Metropolitan,0.225,Comedy,Drama,,-1,Comedy Drama
Labyrinth,25.0,Adventure,Family,Fantasy,-1,Adventure Family Fantasy
The Breakfast Club,1.0,Comedy,Drama,,8,Comedy Drama
A Nightmare on Elm Street Part 2: Freddy's Revenge,3.0,Horror,,,0,Horror
A Nightmare on Elm Street 3: Dream Warriors,5.0,Horror,Thriller,,0,Horror Thriller
A Nightmare on Elm Street 4: The Dream Master,7.0,Horror,Thriller,,0,Horror Thriller
A Nightmare on Elm Street 5: The Dream Child,8.0,Horror,Thriller,,0,Horror Thriller
Freddy's Dead: The Final Nightmare,11.0,Horror,Thriller,Comedy,0,Horror Thriller Comedy
Friday the 13th,0.55,Horror,,,0,Horror
Friday the 13th Part 2,1.25,Horror,Thriller,,0,Horror Thriller
Friday the 13th Part III,4.0,Horror,Thriller,,0,Horror Thriller
Friday the 13th: The Final Chapter,2.6,Horror,Thriller,,0,Horror Thriller
Friday the 13th: A New Beginning,2.2,Horror,Thriller,,0,Horror Thriller
Friday the 13th Part VI: Jason Lives,3.0,Horror,Mystery,Thriller,0,Horror Mystery Thriller
Friday the 13th Part VII: The New Blood,2.8,Horror,Thriller,,0,Horror Thriller
Friday the 13th Part VIII: Jason Takes Manhattan,5.0,Horror,Thriller,,0,Horror Thriller
Halloween,0.3,Horror,Thriller,,0,Horror Thriller
Halloween II,2.5,Horror,Thriller,,0,Horror Thriller
Halloween III: Season of the Witch,2.5,Horror,Mystery,Science,0,Horror Mystery Science
Halloween 4: The Return of Michael Myers,5.0,Horror,Thriller,,0,Horror Thriller
Halloween 5: The Revenge of Michael Myers,5.0,Horror,Thriller,,0,Horror Thriller
Prom Night,1.0,Horror,Mystery,Thriller,0,Horror Mystery Thriller
Hello Mary Lou: Prom Night II,0.0,Horror,,,0,Horror
Prom Night III: The Last Kiss,0.0,Thriller,Comedy,Horror,0,Thriller Comedy Horror
Prom Night IV: Deliver Us from Evil,0.0,Horror,,,0,Horror
Child's Play,9.0,Horror,Thriller,,0,Horror Thriller
Child's Play 2,13.0,Drama,Horror,,0,Drama Horror
Child's Play 3,13.0,Thriller,Horror,Action,0,Thriller Horror Action
Poltergeist,10.7,Horror,,,0,Horror
Poltergeist II: The Other Side,19.0,Horror,Thriller,,0,Horror Thriller
Poltergeist III,10.5,Horror,Thriller,,0,Horror Thriller
The Exorcist,8.0,Drama,Horror,Thriller,0,Drama Horror Thriller
Exorcist II: The Heretic,14.0,Horror,Thriller,Fantasy,0,Horror Thriller Fantasy
The Exorcist III,0.0,Thriller,Horror,Mystery,0,Thriller Horror Mystery
Lethal Weapon,15.0,Adventure,Action,Comedy,124,Adventure Action Comedy
Lethal Weapon 2,25.0,Action,Adventure,Comedy,124,Action Adventure Comedy
Lethal Weapon 3,35.0,Adventure,Action,Comedy,124,Adventure Action Comedy
Gremlins,11.0,Fantasy,Horror,Comedy,0,Fantasy Horror Comedy
Gremlins 2: The New Batch,50.0,Comedy,Horror,Fantasy,0,Comedy Horror Fantasy
The Goonies,19.0,Adventure,Comedy,Family,-1,Adventure Comedy Family
The Mask of Zorro,95.0,Action,Adventure,,0,Action Adventure
Polish Wedding,0.0,Comedy,Drama,,0,Comedy Drama
"This World, Then the Fireworks",0.0,Crime,Drama,Thriller,0,Crime Drama Thriller
Soylent Green,0.0,Mystery,Science,Fiction,0,Mystery Science Fiction
Metropolis,92.62,Drama,Science,Fiction,-1,Drama Science Fiction
Back to the Future Part II,40.0,Adventure,Comedy,Family,0,Adventure Comedy Family
Back to the Future Part III,40.0,Adventure,Comedy,Family,0,Adventure Comedy Family
The Poseidon Adventure,5.0,Action,Adventure,,0,Action Adventure
Freaky Friday,0.0,Fantasy,Comedy,Family,0,Fantasy Comedy Family
The Absent-Minded Professor,0.0,Comedy,Family,Science,76,Comedy Family Science
The Apple Dumpling Gang Rides Again,0.0,Comedy,Family,Western,88,Comedy Family Western
Babes in Toyland,0.0,Fantasy,Science,Fiction,125,Fantasy Science Fiction
Bambi,0.858,Animation,Drama,Family,-1,Animation Drama Family
Seven Samurai,2.0,Action,Drama,,0,Action Drama
Dangerous Liaisons,14.0,Drama,Romance,,0,Drama Romance
Dune,40.0,Action,Science,Fiction,-1,Action Science Fiction
The Last Temptation of Christ,7.0,Drama,,,0,Drama
The Godfather: Part III,54.0,Crime,Drama,Thriller,0,Crime Drama Thriller
The Rapture,1.227401,Mystery,Drama,,-1,Mystery Drama
Lolita,62.0,Drama,Romance,,126,Drama Romance
Disturbing Behavior,15.0,Mystery,Horror,Science,-1,Mystery Horror Science
Jane Austen's Mafia!,10.0,Comedy,Crime,,64,Comedy Crime
Saving Private Ryan,70.0,Drama,History,War,0,Drama History War
Billy's Hollywood Screen Kiss,0.0,Comedy,Romance,,0,Comedy Romance
East Palace West Palace,0.0,Drama,,,20,Drama
The Million Dollar Duck,0.0,Comedy,Family,,100,Comedy Family
The Barefoot Executive,0.0,Comedy,Family,,0,Comedy Family
The Black Cauldron,25.0,Animation,,,0,Animation
The Black Hole,20.0,Adventure,Family,Science,0,Adventure Family Science
Blackbeard's Ghost,0.0,Fantasy,Comedy,Family,0,Fantasy Comedy Family
Blank Check,13.0,Comedy,Family,,112,Comedy Family
Candleshoe,0.0,Family,,,-1,Family
The Cat from Outer Space,0.0,Comedy,Family,Science,0,Comedy Family Science
Cheetah,5.0,Drama,Family,,-1,Drama Family
The Computer Wore Tennis Shoes,0.0,Comedy,Family,,-1,Comedy Family
Condorman,0.0,Comedy,Action,Adventure,-1,Comedy Action Adventure
D2: The Mighty Ducks,0.0,Action,Comedy,Drama,0,Action Comedy Drama
Darby O'Gill and the Little People,0.0,Adventure,Fantasy,Science,0,Adventure Fantasy Science
The Devil and Max Devlin,0.0,Fantasy,Comedy,Science,0,Fantasy Comedy Science
A Far Off Place,0.0,Drama,Adventure,,90,Drama Adventure
Flight of the Navigator,0.0,Family,Science,Fiction,0,Family Science Fiction
The Gnome-Mobile,0.0,Fantasy,Comedy,Family,-1,Fantasy Comedy Family
The Great Mouse Detective,14.0,Comedy,Animation,Family,0,Comedy Animation Family
The Happiest Millionaire,0.0,Comedy,Drama,Family,-1,Comedy Drama Family
Herbie Goes Bananas,0.0,Fantasy,Comedy,Family,74,Fantasy Comedy Family
Herbie Goes To Monte Carlo,0.0,Romance,Comedy,Family,74,Romance Comedy Family
Hocus Pocus,28.0,Comedy,Family,Fantasy,-1,Comedy Family Fantasy
Honey I Blew Up the Kid,40.0,Adventure,Comedy,Family,0,Adventure Comedy Family
"Honey, I Shrunk the Kids",32.0,Adventure,Comedy,Family,0,Adventure Comedy Family
Hot Lead & Cold Feet,0.0,Action,Comedy,Family,0,Action Comedy Family
In Search of the Castaways,0.0,Action,Adventure,Drama,0,Action Adventure Drama
The Incredible Journey,0.0,Adventure,Family,,0,Adventure Family
The Negotiator,50.0,Action,Adventure,Crime,-1,Action Adventure Crime
The Parent Trap,0.0,Comedy,Drama,Family,89,Comedy Drama Family
BASEketball,0.0,Comedy,,,-1,Comedy
Full Tilt Boogie,0.0,Documentary,,,55,Documentary
The Governess,0.0,Drama,Romance,,-1,Drama Romance
Seventh Heaven,0.0,Drama,,,0,Drama
Roger & Me,0.16,Documentary,History,,127,Documentary History
The Purple Rose of Cairo,15.0,Fantasy,Comedy,Romance,0,Fantasy Comedy Romance
Out of the Past,0.0,Drama,Mystery,Thriller,128,Drama Mystery Thriller
Doctor Zhivago,11.0,Drama,Romance,War,122,Drama Romance War
Fanny & Alexander,0.0,Fantasy,Drama,Mystery,-1,Fantasy Drama Mystery
The Trip to Bountiful,0.0,Drama,,,39,Drama
Tender Mercies,0.0,Drama,Music,Romance,-1,Drama Music Romance
And the Band Played On,0.0,Drama,,,83,Drama
The 'Burbs,18.0,Comedy,Horror,Thriller,-1,Comedy Horror Thriller
Fandango,0.0,Comedy,Drama,,-1,Comedy Drama
The Night Porter,0.0,Drama,,,0,Drama
Mephisto,0.000144,Drama,,,-1,Drama
Blue Velvet,6.0,Crime,Drama,Mystery,0,Crime Drama Mystery
The Journey of Natty Gann,0.0,Adventure,,,0,Adventure
The Jungle Book,4.0,Family,Animation,Adventure,42,Family Animation Adventure
Kidnapped,0.0,Action,Adventure,Drama,-1,Action Adventure Drama
Lady and the Tramp,0.0,Family,Animation,,0,Family Animation
The Little Mermaid,40.0,Animation,Family,,0,Animation Family
The Mighty Ducks,10.0,Comedy,Family,,0,Comedy Family
The Muppet Christmas Carol,0.0,Comedy,Family,Fantasy,0,Comedy Family Fantasy
Newsies,15.0,Drama,Music,Family,-1,Drama Music Family
One Hundred and One Dalmatians,4.0,Adventure,Animation,Comedy,105,Adventure Animation Comedy
One Magic Christmas,0.0,Family,Fantasy,,0,Family Fantasy
Peter Pan,4.0,Animation,Music,Family,0,Animation Music Family
Popeye,20.0,Action,Adventure,Comedy,-1,Action Adventure Comedy
The Rescuers Down Under,37.931,Adventure,Animation,Crime,129,Adventure Animation Crime
The Rescuers,1.2,Fantasy,Family,Animation,129,Fantasy Family Animation
Return from Witch Mountain,0.0,Adventure,Fantasy,Science,0,Adventure Fantasy Science
The Return of Jafar,0.0,Family,Adventure,Animation,0,Family Adventure Animation
Return to Oz,25.0,Adventure,Family,Fantasy,0,Adventure Family Fantasy
The Rocketeer,42.0,Action,Adventure,Science,-1,Action Adventure Science
The Shaggy D.A.,0.0,Comedy,Family,,0,Comedy Family
Sleeping Beauty,6.0,Fantasy,Animation,Romance,0,Fantasy Animation Romance
Something Wicked This Way Comes,19.0,Fantasy,Mystery,Thriller,0,Fantasy Mystery Thriller
Son of Flubber,0.0,Comedy,Family,Romance,0,Comedy Family Romance
Song of the South,0.0,Family,Music,,0,Family Music
Splash,8.0,Comedy,Fantasy,Romance,-1,Comedy Fantasy Romance
Squanto: A Warrior's Tale,0.0,Drama,Family,,14,Drama Family
Steamboat Willie,0.004986,Animation,,,-1,Animation
Tall Tale,32.0,Adventure,,,14,Adventure
Tex,0.0,Drama,,,-1,Drama
Tron,17.0,Science,Fiction,Action,-1,Science Fiction Action
Swing Kids,0.0,Music,Drama,,0,Music Drama
Halloween: H20,17.0,Horror,Thriller,,0,Horror Thriller
L.A. Story,0.0,Comedy,Drama,Fantasy,0,Comedy Drama Fantasy
The Jerk,0.0,Comedy,,,-1,Comedy
Dead Men Don't Wear Plaid,0.0,Comedy,Mystery,,0,Comedy Mystery
The Man with Two Brains,10.1,Comedy,Romance,Science,0,Comedy Romance Science
Grand Canyon,0.0,Drama,,,0,Drama
Graveyard Shift,10.5,Drama,Horror,,-1,Drama Horror
The Outsiders,10.0,Crime,Drama,,-1,Crime Drama
Indiana Jones and the Temple of Doom,28.0,Adventure,Action,,0,Adventure Action
The Lord of the Rings,4.0,Fantasy,Drama,Animation,0,Fantasy Drama Animation
Nineteen Eighty-Four,0.0,Drama,Romance,Science,-1,Drama Romance Science
The Dead Zone,10.0,Horror,Science,Fiction,0,Horror Science Fiction
Maximum Overdrive,10.0,Action,Drama,Horror,85,Action Drama Horror
Needful Things,0.0,Drama,Horror,,0,Drama Horror
Cujo,5.0,Horror,Thriller,,-1,Horror Thriller
Children of the Corn,0.8,Drama,Fantasy,Horror,0,Drama Fantasy Horror
All Dogs Go to Heaven,13.8,Drama,Animation,Family,0,Drama Animation Family
The Addams Family,30.0,Horror,Comedy,Fantasy,0,Horror Comedy Fantasy
Ever After: A Cinderella Story,26.0,Drama,Romance,Comedy,0,Drama Romance Comedy
Snake Eyes,73.0,Crime,Mystery,,0,Crime Mystery
"First Love, Last Rites",0.3,Drama,,,0,Drama
Safe Men,0.0,Comedy,Crime,,0,Comedy Crime
The Saltmen of Tibet,0.0,Documentary,Foreign,,0,Documentary Foreign
Atlantic City,7.2,Crime,Drama,Romance,0,Crime Drama Romance
Autumn Sonata,0.0,Music,Drama,,14,Music Drama
Who's Afraid of Virginia Woolf?,7.5,Drama,,,-1,Drama
Adventures in Babysitting,0.0,Thriller,Comedy,Crime,0,Thriller Comedy Crime
Weird Science,0.0,Comedy,Romance,Fantasy,81,Comedy Romance Fantasy
Doctor Dolittle,18.0,Adventure,Fantasy,Comedy,122,Adventure Fantasy Comedy
The Nutty Professor,0.0,Comedy,Family,Romance,76,Comedy Family Romance
Charlotte's Web,0.0,Animation,Drama,Family,-1,Animation Drama Family
Watership Down,1.0,Adventure,Animation,Drama,-1,Adventure Animation Drama
The Secret of NIMH,7.0,Fantasy,Animation,Drama,0,Fantasy Animation Drama
The Dark Crystal,15.0,Fantasy,,,0,Fantasy
An American Tail,9.0,Drama,Family,Animation,0,Drama Family Animation
An American Tail: Fievel Goes West,0.0,Adventure,Animation,Family,0,Adventure Animation Family
Legend,25.0,Adventure,Fantasy,,0,Adventure Fantasy
Sixteen Candles,6.5,Comedy,Romance,,-1,Comedy Romance
Pretty in Pink,0.0,Comedy,,,0,Comedy
St. Elmo's Fire,0.0,Drama,Romance,,0,Drama Romance
The Clan of the Cave Bear,15.0,Adventure,Drama,,-1,Adventure Drama
House,3.0,Comedy,Horror,,0,Comedy Horror
House II: The Second Story,0.0,Fantasy,Horror,Comedy,0,Fantasy Horror Comedy
The Gods Must Be Crazy,5.0,Action,Comedy,,0,Action Comedy
The Gods Must Be Crazy II,0.0,Action,Comedy,,0,Action Comedy
Air Bud: Golden Receiver,0.0,Comedy,Family,,0,Comedy Family
The Avengers,60.0,Thriller,,,-1,Thriller
How Stella Got Her Groove Back,20.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Slums of Beverly Hills,5.0,Comedy,Drama,,0,Comedy Drama
The Best Man,0.0,,,,0,
The Chambermaid on the Titanic,0.0,Drama,,,118,Drama
"Henry II, Portrait of a Serial Killer",0.0,Crime,Horror,Thriller,0,Crime Horror Thriller
Henry: Portrait of a Serial Killer,0.111,Crime,Drama,Horror,0,Crime Drama Horror
Rosemary's Baby,3.2,Horror,Drama,Mystery,8,Horror Drama Mystery
The NeverEnding Story,27.0,Drama,Family,Fantasy,0,Drama Family Fantasy
The Neverending Story II: The Next Chapter,32.0,Drama,Family,Fantasy,0,Drama Family Fantasy
Attack of the Killer Tomatoes!,0.09,Comedy,Horror,Science,0,Comedy Horror Science
Surf Nazis Must Die,0.0,Horror,Science,Fiction,0,Horror Science Fiction
Your Friends & Neighbors,5.0,Drama,Comedy,,0,Drama Comedy
Return to Paradise,0.0,Drama,Thriller,Romance,0,Drama Thriller Romance
Blade,45.0,Horror,Action,,57,Horror Action
Dance with Me,0.0,Drama,Music,Romance,0,Drama Music Romance
Dead Man on Campus,0.0,Comedy,,,0,Comedy
Wrongfully Accused,0.0,Action,Adventure,Comedy,-1,Action Adventure Comedy
Next Stop Wonderland,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
All I Wanna Do,0.0,Comedy,,,-1,Comedy
The Navigator: A Medieval Odyssey,0.0,Adventure,Action,Drama,0,Adventure Action Drama
Beetlejuice,15.0,Fantasy,Comedy,,-1,Fantasy Comedy
Déjà Vu,0.0,Romance,Drama,,-1,Romance Drama
Rope,1.5,Crime,Drama,Mystery,-1,Crime Drama Mystery
Family Plot,2.0,Comedy,Crime,Thriller,0,Comedy Crime Thriller
Frenzy,3.5,Crime,Drama,Mystery,-1,Crime Drama Mystery
Topaz,4.0,Action,Drama,Mystery,-1,Action Drama Mystery
Torn Curtain,3.0,Mystery,Thriller,,-1,Mystery Thriller
Marnie,2.135161,Crime,Drama,Mystery,-1,Crime Drama Mystery
The Wrong Man,1.2,Crime,Drama,Mystery,0,Crime Drama Mystery
The Man Who Knew Too Much,2.5,Adventure,Crime,Drama,0,Adventure Crime Drama
The Trouble with Harry,1.2,Comedy,Mystery,Thriller,0,Comedy Mystery Thriller
I Confess,0.0,Crime,Drama,,-1,Crime Drama
Strangers on a Train,1.2,Crime,Drama,Thriller,0,Crime Drama Thriller
Stage Fright,0.0,Thriller,,,0,Thriller
54,13.0,Music,Drama,,-1,Music Drama
I Married a Strange Person!,0.00025,Drama,Comedy,Animation,0,Drama Comedy Animation
Why Do Fools Fall In Love,0.0,Drama,Romance,,0,Drama Romance
Keep the Aspidistra Flying,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
See the Sea,0.0,Drama,Thriller,,0,Drama Thriller
Willow,35.0,Adventure,Drama,Action,-1,Adventure Drama Action
The Untouchables,25.0,Crime,Drama,History,-1,Crime Drama History
Dirty Work,0.0,Comedy,,,44,Comedy
Knock Off,33.0,Action,Adventure,Thriller,-1,Action Adventure Thriller
Firelight,0.0,Romance,Drama,,-1,Romance Drama
Modulations,0.0,Documentary,,,-1,Documentary
Phoenix,0.0,Drama,Thriller,Crime,-1,Drama Thriller Crime
Under Capricorn,0.0,Drama,,,-1,Drama
The Paradine Case,4.258,Drama,Crime,Thriller,-1,Drama Crime Thriller
Lifeboat,1.59,Drama,War,,-1,Drama War
Shadow of a Doubt,0.0,Crime,Drama,Thriller,0,Crime Drama Thriller
Saboteur,0.0,Thriller,War,,-1,Thriller War
Mr. & Mrs. Smith,0.0,Comedy,Romance,,0,Comedy Romance
Suspicion,1.103,Mystery,Thriller,,-1,Mystery Thriller
Jamaica Inn,0.0,Adventure,Crime,,17,Adventure Crime
The Lady Vanishes,0.0,Mystery,Thriller,,0,Mystery Thriller
Young and Innocent,0.0,Drama,Crime,,0,Drama Crime
Sabotage,0.0,Thriller,Mystery,,-1,Thriller Mystery
Secret Agent,0.0,Thriller,,,0,Thriller
The Man Who Knew Too Much,0.0,Drama,Thriller,,0,Drama Thriller
Waltzes from Vienna,0.0,,,,-1,
Number Seventeen,0.0,Crime,Mystery,Thriller,115,Crime Mystery Thriller
Rich and Strange,0.0,Comedy,Drama,Thriller,0,Comedy Drama Thriller
The Skin Game,0.0,Drama,,,0,Drama
Elstree Calling,0.0,Music,Comedy,,-1,Music Comedy
Juno and the Paycock,0.0,Drama,,,-1,Drama
Murder!,0.0,Mystery,Thriller,,0,Mystery Thriller
The Manxman,0.0,Drama,,,-1,Drama
Blackmail,0.0,Drama,Thriller,Crime,-1,Drama Thriller Crime
Champagne,0.0,Comedy,,,-1,Comedy
The Farmer's Wife,0.0,Drama,,,0,Drama
