title,runtime,release_year
Love in the Afternoon,130.0,1957
Gigi,116.0,1958
The Reluctant Debutante,94.0,1958
The Adventures of Robin Hood,102.0,1938
The Mark of Zorro,94.0,1940
Laura,88.0,1944
The Ghost and Mrs. Muir,104.0,1947
Lost Horizon,97.0,1937
Top Hat,101.0,1935
To Be or Not to Be,99.0,1942
My Man Godfrey,94.0,1936
Giant,201.0,1956
East of Eden,115.0,1955
The Thin Man,93.0,1934
His Girl Friday,92.0,1940
Around the World in Eighty Days,167.0,1956
It's a Wonderful Life,130.0,1946
Mr. Smith Goes to Washington,129.0,1939
Bringing Up Baby,102.0,1938
Penny Serenade,119.0,1941
The Scarlet Letter,115.0,1926
Lady of Burlesque,91.0,1943
Of Human Bondage,83.0,1934
Angel on My Shoulder,100.0,1946
Little Lord Fauntleroy,102.0,1936
They Made Me a Criminal,92.0,1939
The Inspector General,101.0,1949
Angel and the Badman,100.0,1947
The 39 Steps,86.0,1935
A Walk in the Sun,117.0,1945
The Outlaw,116.0,1943
Night of the Living Dead,96.0,1968
The African Queen,105.0,1951
Beat the Devil,89.0,1953
Cat on a Hot Tin Roof,108.0,1958
The Last Time I Saw Paris,116.0,1954
Meet John Doe,122.0,1941
Algiers,96.0,1938
Something to Sing About,93.0,1937
A Farewell to Arms,89.0,1932
Moonlight Murder,65.0,1936
Nothing Personal,83.0,1996
"Yes, Madam",93.0,1985
Dangerous Ground,95.0,1997
Picnic,115.0,1955
Madagascar Skin,96.0,1995
The Pompatus of Love,99.0,1996
Small Wonders,77.0,1995
Fly Away Home,107.0,1996
Bliss,103.0,1997
Grace of My Heart,116.0,1996
Brother of Sleep,127.0,1995
Maximum Risk,100.0,1996
Michael Collins,132.0,1996
The Rich Man's Wife,94.0,1996
Infinity,119.0,1996
Big Night,107.0,1996
Last Man Standing,101.0,1996
Caught,110.0,1996
Set It Off,118.0,1996
2 Days in the Valley,104.0,1996
Curdled,88.0,1996
L'associé,94.0,1979
Ed's Next Move,88.0,1996
Extreme Measures,118.0,1996
The Glimmer Man,92.0,1996
D3: The Mighty Ducks,104.0,1996
The Chamber,113.0,1996
The Apple Dumpling Gang,100.0,1975
"Davy Crockett, King of the Wild Frontier",93.0,1955
Escape to Witch Mountain,97.0,1975
The Love Bug,107.0,1968
Herbie Rides Again,88.0,1974
Old Yeller,83.0,1957
The Parent Trap,129.0,1961
Pollyanna,134.0,1960
Homeward Bound: The Incredible Journey,84.0,1993
The Shaggy Dog,104.0,1959
Swiss Family Robinson,126.0,1960
That Darn Cat!,112.0,1965
"20,000 Leagues Under the Sea",127.0,1954
Cool Runnings,98.0,1993
Angels in the Outfield,102.0,1994
Cinderella,74.0,1950
Winnie the Pooh and the Blustery Day,25.0,1968
The Three Caballeros,71.0,1944
The Sword in the Stone,79.0,1963
So Dear to My Heart,79.0,1948
Robin Hood: Prince of Thieves,143.0,1991
Mary Poppins,139.0,1964
Dumbo,64.0,1941
Pete's Dragon,128.0,1977
Bedknobs and Broomsticks,117.0,1971
Alice in Wonderland,75.0,1951
The Fox and the Hound,82.0,1981
Freeway,110.0,1996
The Sound of Music,174.0,1965
Die Hard,131.0,1988
The Lawnmower Man,108.0,1992
Unhook the Stars,103.0,1996
Synthetic Pleasures,85.0,1995
The Secret Agent,95.0,1996
Secrets & Lies,142.0,1996
That Thing You Do!,108.0,1996
To Gillian on Her 37th Birthday,93.0,1996
Surviving Picasso,125.0,1996
Love Is All There Is,105.0,1996
Beautiful Thing,90.0,1996
The Long Kiss Goodnight,120.0,1996
The Ghost and the Darkness,109.0,1996
Looking for Richard,112.0,1996
Trees Lounge,95.0,1996
The Proprietor,0.0,1996
Normal Life,101.0,1996
Get on the Bus,120.0,1996
Shadow Conspiracy,103.0,1997
Jude,123.0,1996
Everyone Says I Love You,101.0,1996
Bitter Sugar,102.0,1996
Romeo + Juliet,120.0,1996
Swingers,94.0,1996
Sleepers,147.0,1996
The Sunchaser,122.0,1996
Johns,96.0,1996
Aladdin and the King of Thieves,81.0,1996
The Woman in Question,88.0,1952
Shall We Dance,109.0,1937
A Damsel in Distress,101.0,1937
Crossfire,86.0,1947
"Murder, My Sweet",95.0,1944
Macao,81.0,1952
For the Moment,115.0,1993
Willy Wonka & the Chocolate Factory,100.0,1971
The Sexual Life of the Belgians,85.0,1994
The Innocents,100.0,1961
Sleeper,89.0,1973
Bananas,82.0,1971
A Fish Called Wanda,108.0,1988
Life of Brian,94.0,1979
Victor/Victoria,132.0,1982
The Candidate,110.0,1972
The Great Race,160.0,1965
Bonnie and Clyde,111.0,1967
The Old Man and the Sea,86.0,1958
Dial M for Murder,104.0,1954
Madame Butterfly,135.0,1995
Dirty Dancing,100.0,1987
Reservoir Dogs,99.0,1992
Platoon,120.0,1986
Weekend at Bernie's,97.0,1989
Basic Instinct,127.0,1992
The Doors,140.0,1991
The Crying Game,112.0,1992
Glengarry Glen Ross,100.0,1992
Sophie's Choice,151.0,1982
E.T. the Extra-Terrestrial,115.0,1982
The Search for One-eye Jimmy,80.0,1994
A Christmas Carol,69.0,1938
Days of Thunder,107.0,1990
Top Gun,110.0,1986
American Strays,97.0,1996
Rebel Without a Cause,111.0,1955
A Streetcar Named Desire,125.0,1951
Children of the Corn IV: The Gathering,85.0,1996
The Leopard Son,87.0,1996
Charm's  Incidents,88.0,1996
Bird of Prey,105.0,1995
Microcosmos,80.0,1996
Palookaville,92.0,1995
The Associate,114.0,1996
The Funeral,99.0,1996
The Sleepover,6.0,2013
A Single Girl,90.0,1995
The Eighth Day,118.0,1996
North Star,90.0,1996
Drunks,90.0,1997
The People vs. Larry Flynt,129.0,1996
Glory Daze,100.0,1995
A Perfect Candidate,105.0,1996
On Golden Pond,109.0,1981
The Return of the Pink Panther,113.0,1975
Drop Dead Fred,103.0,1991
The Abyss,139.0,1989
The Fog,89.0,1980
Escape from New York,99.0,1981
The Howling,91.0,1981
Jean de Florette,120.0,1986
Manon of the Spring,120.0,1986
Johnny 100 Pesos,90.0,1993
Private Benjamin,109.0,1980
Monty Python and the Holy Grail,91.0,1975
Hustler White,79.0,1996
Dadetown,93.0,1995
Everything Relative,110.0,1996
Entertaining Angels - The Dorothy Day Story,112.0,1996
Three Lives and Only One Death,123.0,1996
The Line King: The Al Hirschfeld Story,86.0,1996
Snowriders,96.0,1996
Curtis's Charm,74.0,1995
When We Were Kings,89.0,1996
The Wrong Trousers,30.0,1993
JLG/JLG: Self-Portrait in December,62.0,1995
The Return of Martin Guerre,122.0,1982
Faust,97.0,1994
He Walked by Night,79.0,1948
Raw Deal,79.0,1948
T-Men,92.0,1947
The Children Are Watching Us,84.0,1944
Pastoral Symphony,110.0,1946
Here Comes Cookie,65.0,1935
Love In Bloom,75.0,1935
Six of a Kind,62.0,1934
The Tin Drum,142.0,1979
The Ruling Class,154.0,1972
Mina Tannenbaum,0.0,1994
2 or 3 Things I Know About Her,100.0,1967
The Bloody Child,85.0,1996
Dear God,112.0,1996
Bad Moon,80.0,1996
American Dream,98.0,1990
Best of the Best 3: No Turning Back,90.0,1995
Bob Roberts,102.0,1992
Cinema Paradiso,124.0,1988
"The Cook, the Thief, His Wife & Her Lover",125.0,1989
Dead Tired,0.0,1994
Delicatessen,99.0,1991
The Double Life of Veronique,97.0,1991
Enchanted April,89.0,1991
Paths of Glory,88.0,1957
The Grifters,110.0,1990
Hear My Song,113.0,1991
The Shooter,91.0,1997
The English Patient,162.0,1996
Mediterraneo,96.0,1991
My Left Foot: The Story of Christy Brown,103.0,1989
"Sex, Lies, and Videotape",100.0,1989
Passion Fish,135.0,1992
Strictly Ballroom,94.0,1992
The Thin Blue Line,103.0,1988
Tie Me Up! Tie Me Down!,111.0,1989
Madonna: Truth or Dare,119.0,1991
Paris is Burning,71.0,1990
One Flew Over the Cuckoo's Nest,133.0,1975
Up in Smoke,86.0,1978
The Empire Strikes Back,124.0,1980
The Princess Bride,98.0,1987
Raiders of the Lost Ark,115.0,1981
Brazil,132.0,1985
Aliens,137.0,1986
"The Good, the Bad and the Ugly",161.0,1966
Withnail & I,107.0,1987
12 Angry Men,96.0,1957
Lawrence of Arabia,216.0,1962
A Clockwork Orange,136.0,1971
To Kill a Mockingbird,129.0,1962
Apocalypse Now,153.0,1979
Once Upon a Time in the West,175.0,1968
Return of the Jedi,135.0,1983
Wings of Desire,128.0,1987
The Third Man,104.0,1949
GoodFellas,145.0,1990
Alien,117.0,1979
Army of Darkness,81.0,1992
The Big Blue,168.0,1988
Ran,162.0,1985
The Killer,110.0,1989
Psycho,109.0,1960
The Blues Brothers,133.0,1980
The Godfather: Part II,200.0,1974
Full Metal Jacket,116.0,1987
A Grand Day Out,23.0,1990
Henry V,137.0,1989
Amadeus,160.0,1984
The Quiet Man,129.0,1952
Once Upon a Time in America,229.0,1984
Raging Bull,129.0,1980
Annie Hall,93.0,1977
The Right Stuff,193.0,1983
Stalker,163.0,1979
Das Boot,149.0,1981
The Sting,129.0,1973
Harold and Maude,91.0,1971
Trust,107.0,1990
The Seventh Seal,96.0,1957
Local Hero,111.0,1983
The Terminator,108.0,1984
Braindead,104.0,1992
Glory,122.0,1989
Rosencrantz & Guildenstern Are Dead,117.0,1991
Manhattan,96.0,1979
Miller's Crossing,115.0,1990
Dead Poets Society,129.0,1989
The Graduate,106.0,1967
Touch of Evil,95.0,1958
La Femme Nikita,115.0,1990
The Bridge on the River Kwai,161.0,1957
8½,138.0,1963
Chinatown,130.0,1974
The Day the Earth Stood Still,92.0,1951
The Treasure of the Sierra Madre,126.0,1948
Bad Taste,91.0,1987
Duck Soup,68.0,1933
Better Off Dead...,97.0,1985
The Shining,144.0,1980
Stand by Me,89.0,1986
M,117.0,1931
Evil Dead II,84.0,1987
The Great Escape,172.0,1963
The Deer Hunter,183.0,1978
Diva,117.0,1981
Groundhog Day,101.0,1993
Unforgiven,131.0,1992
The Manchurian Candidate,126.0,1962
Pump up the Volume,105.0,1990
Arsenic and Old Lace,118.0,1944
Back to the Future,116.0,1985
Fried Green Tomatoes,130.0,1991
Patton,172.0,1970
Down by Law,107.0,1986
Akira,124.0,1988
Highlander,116.0,1986
Cool Hand Luke,126.0,1967
Cyrano de Bergerac,137.0,1990
Young Frankenstein,106.0,1974
Night on Earth,129.0,1991
Raise the Red Lantern,125.0,1991
The Great Dictator,125.0,1940
Fantasia,124.0,1940
High Noon,85.0,1952
The Big Sleep,116.0,1946
Heathers,102.0,1988
Somewhere in Time,103.0,1980
Ben-Hur,212.0,1959
This Is Spinal Tap,82.0,1984
Koyaanisqatsi,87.0,1982
Some Kind of Wonderful,95.0,1987
Indiana Jones and the Last Crusade,127.0,1989
Being There,130.0,1979
Gandhi,191.0,1982
The Unbearable Lightness of Being,171.0,1988
A Room with a View,117.0,1985
Real Genius,106.0,1985
Pink Floyd: The Wall,95.0,1982
The Killing Fields,141.0,1984
My Life as a Dog,101.0,1985
Forbidden Planet,98.0,1956
Field of Dreams,107.0,1989
The Man Who Would Be King,129.0,1975
Butch Cassidy and the Sundance Kid,110.0,1969
"Paris, Texas",147.0,1984
Until the End of the World,287.0,1991
When Harry Met Sally...,96.0,1989
I Shot a Man in Vegas,86.0,1996
Parallel Sons,93.0,1995
Hype!,84.0,1996
Santa with Muscles,93.0,1996
Female Perversions,119.0,1996
Mad Dog Time,93.0,1996
Breathing Room,90.0,1996
Paris Was a Woman,75.0,1996
I'm Not Rappaport,135.0,1996
Blue Juice,90.0,1995
Kids of Survival,0.0,1996
Alien³,114.0,1992
An American Werewolf in London,97.0,1981
Amityville: It's About Time,91.0,1992
Amityville 3-D,105.0,1983
Amityville: Dollhouse,93.0,1996
Amityville: A New Generation,90.0,1993
Amityville II: The Possession,104.0,1982
The Amityville Horror,117.0,1979
The Amityville Curse,91.0,1989
Blood for Dracula,103.0,1974
April Fool's Day,89.0,1986
Audrey Rose,113.0,1977
The Believers,114.0,1987
The Birds,119.0,1963
The Blob,86.0,1958
Blood Beach,92.0,1980
Body Parts,88.0,1991
The Body Snatcher,77.0,1945
Dracula,128.0,1992
Bride of Frankenstein,75.0,1935
Burnt Offerings,116.0,1976
Candyman,99.0,1992
Cape Fear,128.0,1991
Cape Fear,105.0,1962
Carrie,98.0,1976
Cat People,118.0,1982
A Nightmare on Elm Street,91.0,1984
Nosferatu,94.0,1922
Vampire in Venice,97.0,1988
The Omen,111.0,1976
Blood and Wine,101.0,1996
Albino Alligator,97.0,1996
The Mirror Has Two Faces,126.0,1996
Breaking the Waves,159.0,1996
Nightwatch,102.0,1997
Star Trek: First Contact,111.0,1996
Shine,105.0,1996
Sling Blade,135.0,1996
Jingle All the Way,89.0,1996
Identification of a Woman,128.0,1982
Paradise Lost: The Child Murders at Robin Hood Hills,150.0,1996
The Preacher's Wife,124.0,1996
Zero Kelvin,118.0,1995
Ridicule,102.0,1996
The Crucible,124.0,1996
101 Dalmatians,103.0,1996
The Forbidden Christ,0.0,1951
I Can't Sleep,112.0,1994
Die Hard 2,124.0,1990
Star Trek: The Motion Picture,132.0,1979
Star Trek VI: The Undiscovered Country,113.0,1991
Star Trek V: The Final Frontier,107.0,1989
Star Trek II: The Wrath of Khan,113.0,1982
Star Trek III: The Search for Spock,105.0,1984
Star Trek IV: The Voyage Home,119.0,1986
Batman Returns,126.0,1992
Young Guns,107.0,1988
Young Guns II,132.0,1990
Grease,110.0,1978
Grease 2,115.0,1982
Marked for Death,94.0,1990
Adrenalin: Fear the Rush,77.0,1996
The Substance of Fire,97.0,1996
Under Siege,103.0,1992
Terror in a Texas Town,80.0,1958
Jaws,124.0,1975
Jaws 2,116.0,1978
Jaws 3-D,99.0,1983
My Fellow Americans,101.0,1996
Mars Attacks!,106.0,1996
Citizen Ruth,104.0,1996
Jerry Maguire,139.0,1996
Raising Arizona,94.0,1987
Tin Men,112.0,1987
Sneakers,126.0,1992
Bastard Out of Carolina,97.0,1996
In Love and War,113.0,1996
Marvin's Room,98.0,1996
Somebody Is Waiting,96.0,1996
Ghosts of Mississippi,130.0,1996
Night Falls on Manhattan,113.0,1996
Beavis and Butt-Head Do America,81.0,1996
La Cérémonie,111.0,1995
Scream,111.0,1996
The Last of the Mohicans,112.0,1992
Michael,105.0,1996
The Evening Star,129.0,1996
Hamlet,242.0,1996
Some Mother's Son,112.0,1996
The Whole Wide World,106.0,1996
Mother,104.0,1996
Thieves,117.0,1996
Evita,134.0,1996
The Portrait of a Lady,144.0,1996
Walkabout,95.0,1971
Message to Love: The Isle of Wight Festival,127.0,1996
Murder at 1600,107.0,1997
Hearts and Minds,113.0,1995
Inside,94.0,1996
Fierce Creatures,93.0,1997
Zeus & Roxanne,98.0,1997
Turbulence,100.0,1997
Angel Baby,105.0,1995
First Strike,107.0,1996
Underworld,95.0,1996
Beverly Hills Ninja,88.0,1997
Metro,117.0,1997
The Machine,0.0,1994
Falling in Love Again,103.0,1980
The Cement Garden,105.0,1993
Dante's Peak,108.0,1997
Meet Wally Sparks,105.0,1997
Amos & Andrew,96.0,1993
Benny & Joon,98.0,1993
Prefontaine,106.0,1997
A Tickle in the Heart,90.0,1996
Guantanamera,105.0,1995
McHale's Navy,108.0,1997
Kolya,105.0,1996
Gridlock'd,91.0,1997
Fire on the Mountain,72.0,1996
Waiting for Guffman,84.0,1996
Prisoner of the Mountains,99.0,1996
The Beautician and the Beast,105.0,1997
SubUrbia,121.0,1996
Hotel de Love,95.0,1996
The Pest,82.0,1997
Fools Rush In,109.0,1997
Touch,96.0,1997
Absolute Power,121.0,1997
That Darn Cat,89.0,1997
Vegas Vacation,93.0,1997
Unforgotten: Twenty-Five Years After Willowbrook,0.0,1997
That Old Feeling,105.0,1997
Lost Highway,134.0,1997
Rosewood,140.0,1997
Donnie Brasco,127.0,1997
Salut cousin !,0.0,1996
Booty Call,79.0,1997
Rhyme & Reason,0.0,1997
Boys Life 2,74.0,1997
City of Industry,97.0,1997
Best Men,90.0,1997
Jungle 2 Jungle,97.0,1997
Kama Sutra - A Tale of Love,117.0,1996
Private Parts,109.0,1997
Love Jones,104.0,1997
The Saint,116.0,1997
Smilla's Sense of Snow,121.0,1997
The Van,100.0,1996
Crash,100.0,1996
The Daytrippers,87.0,1996
Liar Liar,86.0,1997
The Quiet Room,93.0,1996
Selena,127.0,1997
The Devil's Own,107.0,1997
Cats Don't Dance,75.0,1997
B.A.P.S.,90.0,1997
Love and Other Catastrophes,78.0,1996
Turbo: A Power Rangers Movie,99.0,1997
Anna Karenina,108.0,1997
Double Team,93.0,1997
Inventing the Abbotts,110.0,1997
Anaconda,89.0,1997
Grosse Pointe Blank,107.0,1997
Keys to Tulsa,113.0,1997
Kissed,78.0,1996
8 Heads in a Duffel Bag,95.0,1997
Hollow Reed,102.0,1996
Paradise Road,122.0,1997
Traveller,101.0,1997
All Over Me,93.0,1997
A Brother's Kiss,92.0,1997
A Chef in Love,100.0,1996
Romy and Michele's High School Reunion,92.0,1997
Temptress Moon,130.0,1996
Volcano,104.0,1997
Children of the Revolution,101.0,1996
Austin Powers: International Man of Mystery,94.0,1997
Breakdown,95.0,1997
Broken English,92.0,1996
Commandments,88.0,1997
Ripe,92.0,1996
"Truth or Consequences, N.M.",106.0,1997
The Turning,87.0,1992
Warriors of Virtue,103.0,1997
Fathers' Day,89.0,1997
The Fifth Element,126.0,1997
Intimate Relations,105.0,1996
Nowhere,82.0,1997
Losing Chase,98.0,1996
Sprung,105.0,1997
Le Bonheur,79.0,1965
Love! Valour! Compassion!,108.0,1997
Shall We Dance?,136.0,1996
The Second Jungle Book: Mowgli & Baloo,88.0,1997
Twin Town,99.0,1997
Addicted to Love,100.0,1997
Brassed Off,107.0,1996
The Designated Mourner,94.0,1997
The Lost World: Jurassic Park,129.0,1997
Ponette,97.0,1996
Schizopolis,96.0,1996
Shiloh,93.0,1996
The War at Home,119.0,1996
Rough Magic,100.0,1995
Trial and Error,98.0,1997
Buddy,84.0,1997
Con Air,115.0,1997
Late Bloomers,107.0,1996
The Pillow Book,126.0,1996
To Have (Or Not),89.0,1995
Speed 2: Cruise Control,121.0,1997
Squeeze,95.0,1997
Sudden Manhattan,80.0,1996
The Next Step,0.0,1997
Wedding Bell Blues,102.0,1996
Batman & Robin,125.0,1997
Dream with the Fishes,97.0,1997
Roseanna's Grave,98.0,1997
Head Above Water,92.0,1996
Hercules,93.0,1997
The Last Time I Committed Suicide,92.0,1997
MURDER and murder,113.0,1996
My Best Friend's Wedding,105.0,1997
Tetsuo II: Body Hammer,83.0,1992
When the Cat's Away,91.0,1996
Contempt,103.0,1963
Face/Off,138.0,1997
Fall,93.0,1997
Gabbeh,75.0,1996
Mondo,80.0,1995
The Innocent Sleep,110.0,1996
For Ever Mozart,84.0,1996
Men in Black,98.0,1997
Out to Sea,106.0,1997
Wild America,106.0,1997
A Simple Wish,86.0,1997
Contact,150.0,1997
Love Serenade,101.0,1996
G.I. Jane,125.0,1997
Conan the Barbarian,129.0,1982
George of the Jungle,92.0,1997
Cop Land,104.0,1997
Event Horizon,96.0,1997
Spawn,96.0,1997
Air Bud,98.0,1997
Picture Perfect,105.0,1997
In the Company of Men,97.0,1997
Free Willy 3: The Rescue,86.0,1997
Career Girls,83.0,1997
Conspiracy Theory,135.0,1997
Desperate Measures,100.0,1998
Steel,97.0,1997
She's So Lovely,100.0,1997
Hoodlum,130.0,1997
Leave it to Beaver,84.0,1997
Mimic,105.0,1997
Money Talks,97.0,1997
Excess Baggage,101.0,1997
Kull the Conqueror,95.0,1997
Air Force One,124.0,1997
One Eight Seven,119.0,1997
The Hunt for Red October,134.0,1990
My Own Private Idaho,104.0,1991
"Kiss Me, Guido",86.0,1997
Star Maps,86.0,1997
In & Out,90.0,1997
The Edge,117.0,1997
The Peacemaker,124.0,1997
L.A. Confidential,138.0,1997
Seven Years in Tibet,136.0,1997
Kiss the Girls,115.0,1997
Soul Food,114.0,1997
Kicked in the Head,87.0,1997
Wishmaster,90.0,1997
A Thousand Acres,105.0,1997
The Game,129.0,1997
Fire Down Below,105.0,1997
U Turn,125.0,1997
The Locusts,124.0,1997
The Matchmaker,97.0,1997
The Assignment,119.0,1997
A Smile Like Yours,98.0,1997
Ulee's Gold,112.0,1997
The Ice Storm,112.0,1997
Stag,91.0,1997
Chasing Amy,113.0,1997
Def Jam's How to Be a Player,93.0,1997
The Full Monty,91.0,1997
Alive and Kicking,98.0,1996
Mrs Brown,105.0,1997
I Know What You Did Last Summer,100.0,1997
The Devil's Advocate,144.0,1997
RocketMan,95.0,1997
Playing God,94.0,1997
The House of Yes,85.0,1997
"Fast, Cheap & Out of Control",83.0,1997
Washington Square,115.0,1997
Telling Lies In America,101.0,1997
Year of the Horse,106.0,1997
Gattaca,106.0,1997
FairyTale: A True Story,99.0,1997
Phantoms,91.0,1998
Swept from the Sea,113.0,1998
Wonderland,0.0,1997
A Life Less Ordinary,103.0,1997
Hurricane Streets,86.0,1997
Eve's Bayou,109.0,1997
Switchback,118.0,1997
Gang Related,102.0,1997
Stripes,106.0,1981
Nenette and Boni,103.0,1997
Bean,85.0,1997
Hugo Pool,92.0,1997
Mad City,114.0,1997
One Night Stand,102.0,1997
The Tango Lesson,100.0,1997
Welcome to Sarajevo,103.0,1997
Deceiver,106.0,1997
The Rainmaker,135.0,1997
Boogie Nights,155.0,1997
Witness,113.0,1985
Incognito,108.0,1997
Starship Troopers,129.0,1997
Critical Care,107.0,1997
The Joy Luck Club,139.0,1993
Chairman of the Board,95.0,1998
Sliding Doors,99.0,1998
Mortal Kombat: Annihilation,95.0,1997
The Truman Show,103.0,1998
The Wings of the Dove,102.0,1997
Mrs. Dalloway,97.0,1997
"I Love You, I Love You Not",88.0,1996
Red Corner,122.0,1997
The Jackal,124.0,1997
Anastasia,94.0,1997
The Man Who Knew Too Little,97.0,1997
Alien: Resurrection,109.0,1997
Alien Escape,85.0,1996
Amistad,155.0,1997
The Apostle,134.0,1997
Artemisia,98.0,1997
Bent,105.0,1997
Bang,98.0,1995
The Boys,107.0,1997
The Butcher Boy,110.0,1997
Deconstructing Harry,96.0,1997
Flubber,93.0,1997
For Richer or Poorer,115.0,1997
Good Will Hunting,126.0,1997
Guy,91.0,1997
Tar,0.0,1997
Home Alone 3,102.0,1997
Ill Gotten Gains,101.0,1997
Man of Her Dreams,94.0,1997
Midnight in the Garden of Good and Evil,155.0,1997
MouseHunt,98.0,1997
Never Met Picasso,0.0,1996
Office Killer,82.0,1997
Other Voices Other Rooms,0.0,1995
Scream 2,120.0,1997
Stranger in the House,94.0,1997
The Sweet Hereafter,112.0,1997
Time Tracers,101.0,1997
Titanic,194.0,1997
Tomorrow Never Dies,119.0,1997
Twisted,100.0,1996
Full Speed,85.0,1996
The Education of Little Tree,115.0,1997
The Postman,177.0,1997
The Horse Whisperer,170.0,1998
The Winter Guest,108.0,1997
Jackie Brown,154.0,1997
Kundun,134.0,1997
Mr. Magoo,84.0,1997
The Big Lebowski,117.0,1998
Afterglow,119.0,1997
My Life in Pink,88.0,1997
Great Expectations,111.0,1998
3 Ninjas: High Noon at Mega Mountain,93.0,1998
Men of Means,80.0,1999
Caught Up,97.0,1998
Arguing the World,0.0,1998
Firestorm,89.0,1998
Senseless,93.0,1998
Wag the Dog,97.0,1997
Dark City,100.0,1998
The Leading Man,100.0,1996
Star Kid,101.0,1997
Hard Rain,97.0,1998
Half Baked,82.0,1998
Fallen,124.0,1998
Shooting Fish,109.0,1997
The Prophecy II,87.0,1998
Fallen Angels,96.0,1995
Four Days in September,110.0,1997
Spice World,93.0,1997
Deep Rising,106.0,1998
Tainted,108.0,1998
A Letter from Death Row,89.0,1998
Music from Another Room,104.0,1998
Mother and Son,73.0,1997
